likeCount,Comments,Author
0.0,erickontol lim pinter nya luar biasa gara gara makan jembuts ,
,,
0.0,haters bangsat terus berkarya bang erick,Rayyan Hidayah
0.0,makasih bang gua hevun sama cenel lu,xEnteredx __GT
86.0,yang bilang cenel yutub harus bermutu dan mendidik pasti baru main yutub nontonnya yutuber on the spot doang mungkin how to basic aja mereka ga tau,XIANJYNG ANJYNG
0.0,anjing ngakak sumpah liat reaction lu ajg v,Muhammad Iqbal Tawakkal
0.0,haters itu autis otaknya digade buat beli diamond mobile legend wkwkwk,Alvin Ardani
54.0,hahaha bagi gua kalo nonton channel erick biasa aja gua cuman anggap kayak hiburan dengan konten nya yah walau suka ngomong anjing kontol memek dan lain hey gimana kalian semua nonton arap dia juga ngomong anjing bangsat tapi kenapa masih kalian tonton dan juga kalian subscribers juga katanya gak suka gak mendidik sampah dll tapi kenapa di like subscribe di tonton sekarang yang benar sampah itu kalian bocah orang bego yang bisanya koar di komen doang setidak nya sadar diri kalian aja mungkin lebih sampah lebih tolol di real gua malah ngakak lihat haters elu bang erick wkwkkw  sekolah itu perlu lebih serius yah jangan sekolah sampe gerbang doang dan tidur doang kontol haters tolol kalian ngomong konten nya erick sampah dan lain kenapa kalian tonton fuck bitch tolol kalian melebihi orang yg udah hilang akal sehat v youtuber juga punya masing konten yang mereka buat ,
,,
,,
,,
,,
,,
,,
,,
1.0,i miss pink guy,Si Ganteng
0.0,opening auto njoget v,Galih Mahda
0.0,kontol gak berfaedah anjing,Bambang Triyanto CHN
0.0,bang mabar yo pubg,Buat Gmail
0.0,daylen x warpath v,ShigeMatsu Geming
0.0,erick kontol hahaha,very1842
0.0,sabar bank ini cobaan,Mr Helmi
0.0,kalian kenapa njing,
,,
2.0,wadh udah lama gak liat tug intro,laz
0.0,oh asin kremes,veb id
0.0,abang is the bast,itachi TV
0.0,kocak lu bang rik,Abi Angung
0.0,anjing ecic gak ada guna,Ilham Arif
2.0,weehhh inget dunia udh tua org brrlomba nyari pahala lah lu mlh ngebanyakin dosa goblok emng chanel goblok idiot tolol bego ,
,,
,,
0.0,bang santai aja sellow pakek z haters abaikan aja yg penting hidup abang bahagia gw fans no km bang i live u ericko lim,BKS mas_ray
0.0,ekkekw kok hatters pada idiot gitu,Bintang Bagas
0.0,weyy haters nya ericko lim sini ngumpul,
,,
0.0,ngakak gue bang nontonya v,
,,
0.0,manap,Rendi Kurniadi
0.0,halo gais jangan lupa subskrep chenel gue ya gaes,Amar Miracle
0.0,berani di komen ciut di dunia nyata mending masuk lagi aja ke perut mak lu,Farhan Naufal
0.0,hahaha asik lu rik terus berkarya,reyu 89
0.0,dasar lu anak manusia,cok arik
0.0,eriko ko gua like ya haha,dinz muhidin
0.0,buka youtube cuma isi sampah vidio g edit lo ngapain coba,maro0n cyber
0.0,channel apa kaya gini luh semua gk pernah didik sama orang tua luh channel kaya gini emang harusnya direpport membuat orang jadi ngomong kasar luh bilang luh punya akal tapi akal luh gk dipake,Randy Jason
1.0,king lo ganteng lo ngejelekin diri lo sendiri demi menghibur banyak oranggue suka gaya lo btw cuma boong sih,
,,
,,
0.0,woi tobat ericko lim lu kaga takut dosa ya udh bilang chanel friendly family,
,,
29.0,taiyou ni hoero itu judul lagu ericko lim yang sering di setel di videonya wkwkwkwkwkwkwkwk,
,,
,,
0.0,heaters maha benar wkwkwk peacecko lim yang sering di setel di videonya wkwkwkwkwkwkwkwk,
,,
,,
0.0,smua org pny hak msing klo klian gsuka knp hrus ngebully dia klian bully itu namany klian iri gbisa kyk dia mkny berusaha bro bkn nyibuk ngurus konten org,Josia Buyung
0.0,erick kontol anak haram lu kan keliatan bgt sifatlu kaya kaga pernah di didik sama ortu iri gbisa kyk dia mkny berusaha bro bkn nyibuk ngurus konten org,fuzilar _
4.0,biarpun omongan erico lim itu kasar bagi gue dia itu penghibur disaat susah maupun senang jadi buat para haters kalo gak suka sama erico lim jangan liat video nya bego asu haters,M.D Zhar zhar zhar
0.0,biarkan hatters menggonggong gausah di dengerin v,Lodruggss Channel
0.0,positive thinking aja broo saya suka karrna menghibur,bisma prnnta
1.0,bang isis itu bukan teroris jgn salah paham,PUBG MOBILE FUNNY
0.0,elu bisa gk bikin subcribes jt gk hetars kontol,Muhammad Fadhil
0.0,hetars kontol,Muhammad Fadhil
0.0,anjing nasehat nya anjay bnr terusin lah gw suka i love you erickontolim,Rizal Al-amin
1.0,jt subscribe live streaming coli ya,Tivi Viral
0.0,bacaaaa nih,
,,
0.0,setelah nonton aku jadi subs lagi yeaahhh alan suryajanaaa,Muhamad Dilah
0.0,wkwkwkkw sub di bilang beli buset wkwkwkw,Rega p
0.0,ganteng,moba 5vs5
0.0,bg sorry nih ,
,,
,,
0.0,gua cuma kecewa pas yg yakult doang kok,hana takanashi
1.0,selow bang gua subs lo bang,Nural Shadiqa Rinjani
0.0,hmm pdhl ericko channel penaik mood gw dan satu org nge unsubs pun gk kerasa keles subs si erick aja m haters tak mikir cuk lu ya udh mending aplikasi yt nya hapus,Bedil Gaming
0.0,santai aja gua dukung lu terus sukses buat kedepanya jangan dengerin haters kontis bang,Rio Jr
0.0,ahahaha lagi bang gw nungguin konten anjing nya bukan game nya salam soapers,Rizal Al-amin
0.0,aku masih suka ericko lim karena lucu,BIlion 10k subs no video
0.0,haters juga nonton iklan,Rezza Official
0.0,subcribe youtube gw ya,airin agelica
0.0,nmnya jga yt,Ruyan Maulana
0.0,yang buat kak erick lucu tuh kata kasarnyaaa bukan game nya salam soapers,Rapriananta Pande
0.0,youtuber indonesia itu cuman berani bacain hate comment tapi gak berani nyopot adsense,St.Gaming 1
0.0,yg penting adsense,Muhammad Nsh
0.0,bhahahaha,Anwar Ibrahim
0.0,cie yg baper wkwkwk laporin gih laporin,somad celeng
0.0,serah lu dah yg penting lu happy,I'm Ghoul
0.0,aditya chandra serah dah yg penting gw udah nyampein pesen gw,HR. Holland Studio
1.0,dikacangin hhmm v,Aditya Chandra
0.0,ngakak anjing v,Ejaae sK
0.0,numpang lewat,Lamperouge ID
0.0,krik krik krik krik krikkkpenting gw udah nyampein pesen gw,Dhiandra JB
0.0,sang dewa zeus prontodaurus haha salam bro bro gore,D 21
0.0,njirr how to basic wkwkwk,Refani Alifian
0.0,wlwkwwk how to basic ga ada tandingan nya bang ekwkwk,Iksan Mercu
0.0,greywolf jt,inzi agi
0.0,greywolf subs nya jt om,Fadliii
0.0,how to basic aja gk bermutu tp banyak tuh yg suka smp subs nya jtaan,GreyWolf 77
0.0,satria sugiharto yah lu ngapa sibuk kntl gua komentar malah datang komen ,
,,
,,
,,
0.0,muhammad tuah yah lu ngapa ribut sini anjing entar malah datang komen ,
,,
,,
,,
0.0,satria sugiharto udah salah malah ngegas dasar orang tolol,Muhammad Tuah
0.0,muhammad tuah woi biji bacot ngentot,Satria Sugiharto
0.0,elshen nathanael siapa,Muhammad Tuah
0.0,kumahasaha,Kilfi Gaming
0.0,lagian dia non muslim kali,Syahrul Agus
0.0,serah dia lah njir hidup dia kali,Virna Aisyah
1.0,bcd,Bu Leli
0.0,zhar zhar zhar zhar zhar zhar ini nih bner i like,Yahya Wae
0.0,krik,Thufeilabs ahmad
0.0,awkwkwk pengen ngakak w liat tuh comment pd alay tolol,GoldTherazor GT
0.0,finally intro legend itu datang,Rezza Official
0.0,ngakak gblk,CALVIN Jo
0.0,auhhhhhh bau memek,Mihun Tutorial
0.0,si channel keluarga bngst,yufajjir nst
0.0,ngentot tuh yg pada nge bacot,izza axvordn
0.0,slow bro erik gua dukung lo  ,
,,
0.0,yang ngebully bang erick semua itu dasar myskyn otak ea bangsadg komen ,
,,
,,
,,
0.0,anjing yang komen pertama sumpah kalo gw jadi lu rik gw cari orangnya make bawa bawa orang tua lagi kalo masih menghina diri sendiri masih wajar lah ini ngina sampe ke orang tua bangsat,Farraz Akbar
0.0,yang sabar ya bozzzz,Muhammad Gangsar
0.0,ada yg ngeliat ada gambar qorygore di video ini,Zhark 337
0.0,anjink lo kontol ganteng banget waduhhh gw yang laki ini jadi gay ngentot,Lordbi-Wan Kenobi
0.0,how is it got monetized wtf,adrian
0.0,bocah nolep,Mystiq Gmg
0.0,anjing lu,Zall D. Gio
0.0,ga ngerti knapa lu buat video ini bang wkwk,Hendi Baskara
0.0,boleh joke vulgar tapi ga garing kayak channel ini kont l unsubscribed gw i quit bye,Nazkar Activity
0.0,homo anjing,santri gamers
0.0,ngakak anjirrr kenapa mem k bisa ngilu wkwk v,Harun Al Rasyid
0.0,ngantott kontolll,psm makasar iri gak jadi juara liga 1 2018
0.0,lu mening hapus channel aja arap aja jt subs gak sombong lu jt subs kaya udah didunia ini nye subscribe nya lu wkwkwk,AFGAN GAMING KPRT
0.0,bang iklan lu gk ada yg gw skiip,Taqwa Setiawa
0.0,erikontol lu anjing muka aja kaya anjing kelakuan kamu udah keterlaluan erikilom harus jadi baik,WOLF HD
0.0,anjing babi entot wkwkwkw,FAJAR MLBB
0.0,semangat trus bikin video nya bang,Thifal Dayat
1.0,dear haters ga usah nonton channel ericko lim dia berusaha buat menghibur orang lain so please stop bully noob bitch i like ericko lim,Twoxs Twoxs
0.0,bangke pas ngomong isis pake iklan anjir wkwkkw,Alex Li
0.0,haters goblok,
,,
0.0,sumpah bang gw kekeh liatnya,FaiRuz 262
0.0,kerasa ajig tuh,izza axvordn
1.0,erick klo gk toxic ya bukan erick,
,,
,,
0.0,makin banyak heters makin banyak duit v,Reza. Fatur
0.0,erickolim anjinggg kagak punya otak yg tadi nya reza arap oktavian sekarang dia tutup channel gara gara lu anjing bangsat seluruh indonesia juga benci ama lu bangsat,Rival Trooper
0.0,haters kontol,Anak Kost
0.0,ngikut ngikut dari erpan huhh plagiat,Dunia GamerZ
1.0,toxic asalkan baik masih mending,Bintang Ekananda
0.0,channel gak bermanfaat huhh,Dunia GamerZ
0.0,semangat bang,AAIDO GAMING
2.0,jadi haters ah biar masuk youcube btw lu mirip dick rick,Superman Asw
0.0,gua se sama si ericko,Koplax Channel
1.0,tetap pada pendirian bang semangat,Kenz Gaming
0.0,kok bodoh,AkzuDj 03
0.0,ni channel emang toxic ga guna tapi gatau knapa kl nonton video di sini gw terhibur njinkk lmayan bisa ngilangin stress mungkin itu gunanya channel ini awkwkw,Azka Alfaz
0.0,entah kenapa disaat semua orang benci sama lu gue malah suka gaya lu bang boommmm njinkk lmayan bisa ngilangin stress mungkin itu gunanya channel ini awkwkw,DSchanel 123
5.0,sampe ngakak wkwk,Unknown 1
0.0,ehhhhu anjing kontol mama luh luh isap sampai keluar seprmanya sama isap memek mama luh sampai kecung konyollll wik wik wik wik ahh ah ah ah wik,Rusli Fauzand
0.0,gw salut sama lu erick gw bisa ambil postifnya dari lu hal yg dapat gw contoh adalah walaupun lu banyak haters tapi lu tak berhenti untuk berkarya ericko lim,
,,
,,
,,
1.0,toxic teros mank,star the dream
0.0,gereget bangnk,DSchanel 123
0.0,hate comment hate comment hate comment,
,,
,,
5.0,emang channel toxic ni,Blue fx
0.0,lu bisa katain chhannel orang diri lu aj blum benerr semangat erick kolim subcriber dia yg bnykk,zahran irfansyah
0.0,yg suka erik jt subs tolong like,Andy Faradian
0.0,ik jt subs tolong like,Naufal Ww
0.0,meskipun rik banyak orang yg bilang loe ajing loe bangsat tapi disini gua selalu membelah loe,Andy Faradian
0.0,ngakak gua maju teruss bangg,farida _
0.0,elu kontol,Enggar Chanel
0.0,gue nge fans sama lo fuck bangsat lo anjing gue udah subribre lo lo itu sama dengan anjing,MOHAMMAD GAMING CHANEL Saputra
0.0,yg nyuruh apus ga punya kntl at lo anjing gue udah subribre lo lo itu sama dengan anjing,tekel dika
1.0,don t give up rik,KosongLho 2104
13.0,wik wik wik wik wik wik wik v,sahabat patrick
0.0,tarik napas dalam dalam,Arian Nation
0.0,sadis bang tampar haters sama prestasi lu bang semangat terusssss itu sama dengan anjing,Fitria Dewi03
0.0,akhirnya anj bikin video macem gini lgi yg kmrn boring kntl,Dimas Dandy
0.0,stay soapers ya ngntd,Qahfi khoirul
0.0,kontol,Ahmad Hadiansyah
0.0,bau memek,Ahmad Hadiansyah
0.0,memek ngilu,Ahmad Hadiansyah
0.0,haahaah ngakak gw dengernya memek ngilu hahahaahah,Ahmad Hadiansyah
0.0,abaikan haters bang,Muhammad Fathan
1.0,anjay ericko lim no limit pros kurang gg apa coba erick,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,erickontol knp waktu minum birr lua gaj kuaatt anjinggg lemah loo bangsaddd v,KONTOL!sama lu semua Ngentot_Ngentot!!?:v
1.0,klo lu yg gk suka gk perlu di liat wkwk,
,,
0.0,wkwkwkkwwk kentod,UtsarTRF Trf
0.0,ganteng banget,GAMER KENTANG
0.0,soapers ngehate ericko kuy biar ericko banyak duit ntaps,Favian Afief Liestyanugraha
0.0,you so funny,suci amanda
0.0,nah gitu dong asu,As Crack
0.0,semangat terus anjing biar juta subscribe biarkan heters kontol otak bacot pepek lah,Karjiono S
0.0,eric tolol mubazir buang yakul tolol,Dirga Apriyono
0.0,rick lo kok idiot pilih kasih masa yg dibaca cuma yg nge hate doang ntar gue diss coment ah biar dibaca ama erickontorupi tetal hargai sesama manusia ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,gue suka coli menurut lo mending gue coli pake apa,Wira Si Palkon
0.0,w support tanpa alasan dan klo ga suka yaudah boy gosah bully lu juga bakal lemah mental klo dibully,Redy Saputra
0.0,iklan udah ku skip fck,putu pramana
0.0,berbau gore,Joshua Justianlai
0.0,soapking sabar emang sih muka lu kek kontol,Rian Gaming
0.0,ericko lim kontol bgst,Kampretoss s
0.0,gausah ditonton kontol,Fiqi Taufiq
0.0,opening paling terbaik,Zeks channel
0.0,coba kalian pilih ericko lim atau reza arap,samudra dyan
0.0,bakssssooooooo bakssssoo anjingg ada notif langsung ,
,,
0.0,chanel gw yg coment baik semua ,
,,
,,
,,
0.0,njir kita ktahuan baik semua ,
,,
,,
,,
0.0,bang gimana gk ketemu reza arap kah waktu youtube rewend,
,,
,,
8.0,yang hate lu itu orang nya gak punya otak anjing semangat my king da cokk nya heters kwkwkwk ,
,,
0.0,resiko toxic anjay,AKG Crack
0.0,rick maen game horror lah,Dheo prasetyo
0.0,kenapa mem k bisa ngilu,FerdiX fanny
1.0,ya ini channel toxic,Ahmad Ridwan123
0.0,oui oui oui oui oui oui oui oui oui oui oui ouiii ,
,,
,,
0.0,aduh tepok jidat gua,Ian Pratama
0.0,n,Dede Handy
0.0,yg nge fans sama org gila pemakan j mbut ini yaitu bocah tolol goblog idiot anak sperma wc kaya loe tolol,Dede Handy
0.0,mantap bener intronya,Ky Rizky
0.0,erik kontol anjing masuk neraka sana kontol,Radithya Alvaro gaming
0.0,gw nggak subscribe lo tpi video lo ada yang bikin gw ketawa,ASTAZWAR AZ
0.0,lu yg gila,DJ HASAN
0.0,erickontol lim meki ayam bikin konten gaguna masukin gua njing gua pen masuk tipi,Rafdani Faishal
0.0,oh iya gw mau nanya nih ericko bau memek itu gimana sih tolong di jawab ya,ASTAZWAR AZ
0.0,kaget gua sama intronya wkwk,Komang Robet
0.0,intronya wkwkwk,x_x _x
0.0,rik klo gw kasih saran nih setiap video lo ada bacaan tidak untuk di tiru,Arul 14
19.0,baca komen haters part dong kontlo yg setuju likean tidak untuk di tiru,Pro Noob
0.0,gk usah ngegas lu eric,Rama Ardiyansa
0.0,erikonyink,bacotan maut
0.0,ericko gw boleh minta sesuatu nggak kalo boleh gw mau minta lo kalo udh jt subs makan nasi goreng pake cicak sama ludah lo ,
,,
,,
0.0,wokwowkwok bgst,RIZKI Abdillah
0.0,fak kecil,widi yasa
0.0,gua terhibur sama semua konten lu rik tq,Febri Andreas
0.0,haters nya tuh goblok ga ngotak spekeowskwp dia pikir naikin subscribe itu gampang padahal bikin k subscribe aja udh susah banget apa lagi yg bilang sampah  kek dirinya merasz bersih aja  padahal dia juanggapan itu kasar atau apa tapi itu tetap hiburan ,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,erikontol,Didi 125
0.0,gua seorang muslim udah nge sub erick dadi jaman masih live streaming di kantor garena tapi gua tau erick buat content cuman buat just for fun,Wisanggeni Raga
1.0,rip kuping v,Novaldi Putra
0.0,bang jangan dengerin haters,Faiz Djudje
1.0,kontol,Rafiq Nazwi
0.0,knapa memek bisa ngilu broo ,
,,
0.0,gua liat vidio ericko lim,
,,
,,
0.0,siap,Sahrul Siddik
0.0,lu percuma sensor tulisan m m k tapi tetep lu ngomong sambil teriak kek gitu,
,,
,,
0.0,haters bego ya  auto kayaaa lu bangtetep lu ngomong sambil teriak kek gitu,
,,
,,
0.0,boikot dia,Rabbani Assakandari
0.0,boikot boikott para haters,Rabbani Assakandari
0.0,hanya orang bego yg nge haters,BAYU. r
0.0,beli subscrib gw cmn k mau ngga dpet akun,
,,
0.0,rik gua kaga mau ngehate lu tapi daripada di epsd selanjutny kaga ada yg komen gua komen aja dah anjing lu rik bngst udh itu aja,Fazril Sya
0.0,gw ngkak nonton gnian wkwkwk,Azriel Nizar
0.0,bang lu di diss lagi pliss kasih balasan buat orang gila ini nih link nya,Mr. Offline
0.0,ngakak asw,Kurniawan Villingstory
0.0,i love u mathe fackers,Aqiel Fawwaz
0.0,hater itu auto view coy,DikzCooper Channel
0.0,soapking tetap d hati eaa,Dodi RA
0.0,kalo gak mau banyak yang ngebuly lo jangan gitu lagi,Aldi Rayfael
0.0,semangat bang,X Gamers indo
0.0,ngakak gw pas masha lagi sulap,Lil Man Channel
0.0,maling intro njirrr,ahmad shodik
1.0,mereka iri liat kontol lu yang besar bang,
,,
0.0,gua kga skip iklanya mnt,AlieF boljug
0.0,bang otongmu panjangnya berapa cm,Candra Kirana
0.0,wkwkwk wanjierr,brawl video
0.0,bagus bang gw setuju lu bego kaya gitu karena gw suka konten yg membego bego biar gw bisa kaya lu  lanjutkan boss qitu aja,Arya Nurkusuma
0.0,sans mank banyak soapers yang setian wkwk,Isao Akira
0.0,hahaha jembut,Muhammad Bagus Priyo Utomo
0.0,ngga kok bang lu tetap menghibur,Rafi Namza
0.0,gausah ganteng rikyng penting mh dompetena gw suka konten yg membego bego biar gw bisa kaya lu  lanjutkan boss qitu aja,FitrianiSundanese Ani
1.0,mantap anjing gue suka lu ngent t v,Nanang Iryanto
0.0,bagus kok video erick,GENDUT tutorial
0.0,beda in ama miawaug miawaug gak pernah ngomong kasar atau kotor klo ericko lim kata temen gw sellalu kata kasar,T Ak
2.0,erick yang upload vidio haters yang banyak bacod yhaaaaa,mutiara __pcy
0.0,nob,s'
1.0,ga setuju lu gtg ajg i new fans u and i suport u good job,isvaten khasana
0.0,heters tolol coment seenak memek maknya laporin aja biar mampus,si ocong
0.0,bagi gua erickolim cakep suer bagi guelaporin aja biar mampus,Yuky Hana
0.0,idola gue kwkw m cakep suer bagi guelaporin aja biar mampus,Mukimin aj
0.0,gue kwkw m cakep suer bagi guelaporin aja biar mampus,BUKAN WEE
0.0,woe buat para haters kontol gk mikir lo bgsd lo pada itu juga goblog klo lo smua gk suka nonton ngapain lo tonton goblog dasar haters ,
,,
0.0,rip headseat,ZakyM Syahputra
0.0,santuy bang we are the soapers on your side,Adam Indra
0.0,gua haters,Muh Fatur
0.0,hhhh lucu banget nih ericko,BS GAMING
0.0,kontol lah wkkwkw nggak sadar elu ya subscribe elu mulai menurun bukan mendambah kenapa sebab elu kayak bocah buat vidio kayak kontol udah bego tambah di begoin wkkwkw pantesan lu mau hancurin reza arab oktovian sebab reza lebih gokil and keren bukan kayak elu bocah muka cem pepek dalam hitungan detik lihat apa yang terjadi sama subscirbe lu salam dari anoniymus,Aryo Gaming
0.0,eric toxic pas rec aja dia asli nya org nya sopan,Bayu Saputra
0.0,video lo kenapa banyak iklan anjing,Ari Puspa
1.0,gw suka banget ni channel kreator kreatif hattets emg bego jelas channel keren,MMH Chanel
1.0,kalau ga suka gausah ditonton ,
,,
0.0,bang lu coli pake tangan kiri ya,RIZKI DWI PUTRA
0.0,menanti para haters yg triggered ,
,,
0.0,ga usah peduli apa kata haters mereka cma iri aja sama lo mngkin jg mereka haters bayaran dr channel sebelah anj ng ekwkw,JERRY RUMPENIAK
0.0,h,Dimas Wahyu
0.0,sabarr,Bayu Saputra
0.0,lopyu rikolim,M. Fahrii
0.0,muka apa kntl boss,dragon ice133
0.0,bang kapan kapan vlog di mars,Nayazea Cleo Elvaretta
0.0,onee chan daisuki des v,maulana Adhim
0.0,ok semua para warga yg udah subcribe ericko lim unssubcribe aje,AHMAD ARIF
0.0,dasar utusan teroris,AHMAD ARIF
0.0,dasar utusan teroria,AHMAD ARIF
0.0,ini ciri ciri orang yg iri sama reza arap dasar muka kaya babi lo ericko lim anjing ngomongnya kontol terus dasar orang gak punya hati lu,AHMAD ARIF
0.0,youtube mah bebas kalo kalian mau nonton yg mendidik tonton anjink gtv noh,
,,
,,
0.0,w sk kepribadian lu coy wkwk,Super LuFi
0.0,namanya juga haters ga suka tetep aja di tonton ik tonton anjink gtv noh,
