likeCount,Comments,Author
0.0,masih heran gua sama haters udah tau yah kalo erick tu isi channel nya kaya gini tapi masi aja di tonton ,
,,
,,
,,
,,
0.0,rambut gue ijo,Dahyun Stan!
0.0,erickolim kaya kontol mukanya chanel unfaedah kalo nyari duit tuh gak usah buat chanel yang tidak mendidik chanel sampah anjing gila bangsat muka lu kaya kontol,Conol Si Trondol
2.0,ni gw fans nya erick colim percuma lu bully erick pasti bully back fuck haters,Cucu Erpan
0.0,pribahasa buat yg di bilang haters oleh ericko,
,,
,,
,,
0.0,semangat bang kontolim walaupun banyak yg bully lu mirip kek anjing kontol memek jembut memang fakta muka lu kek gitu bngst,Plang Plong
3.0,mampir channel gw dong,Calon Sukses
1.0,yang suka ke kocakan bang ericko lim mana suaranya,Pamannya Ocong
0.0,gw gak mau tau pokoknya lu harus colab sama bg qory,Zeef Melvinzh
0.0,like jika kalian menonton ini di tahun,fajar romadhon
0.0,ada qorygore woakaka,ZENNRICH
1.0,haters kok baik,HOOP-LA GD
0.0,bangsat kau mulut anda kotor,Kanna Kamui
0.0,paling iri org ni sama lu bang btw iklannya gk aku sqip y v,Sultan Music
0.0,mau lu hasut bagaimanapun yg namanya penonton setia pasti ngak akan mudah terpengaruh,ROXY CHEF
0.0,gua si suka sama lu bang tapi gw anggap lo kyk teman gua makanya gw hina aja lo terus anjink fakta muka lu kek gitu bngst,Sultan Music
0.0,intro legend mtfker has back again,Dhanxz Gaming
0.0,lanjutin lagi bang gua suka cara ngebales hate comments nya,
,,
0.0,bener tuhh ,
,,
,,
0.0,erick kontol ngapain fans sama kau,Adi davincha
0.0,heran padahal channel ini sudah diberi peringatan bahwa bukan untuk kaum pantat tipis tapi masih saja ada yang nonton aneh emang ,
,,
,,
0.0,erickontolim kapan coly pakai saos,30000 subscribers 0 video
0.0,panutan v,khoir saloza
2.0,coba kalo kaga ada youtube gembel jadinya lu kontol ,
,,
,,
,,
,,
0.0,jangan hina erick emang dia kelakuan nya kaya kontol kok,David Daeli
0.0,erickolim tuhan ke gw,Ajipsg Psg
0.0,the best ericko lim,bobz gaming
0.0,eaaaahh,Sobi Abadan
0.0,dia stres cuma buat menghibur gblk,Reiay yasiz
0.0,gw soapperzzzz ,
,,
4.0,gue nntn iklan hampir menit kaga gua skip,Abdur Rakhman
0.0,tetep semangat panutanq v,Soujiro F
0.0,eric tolol bacot aja gk takut masok neraka kaa dasar goblok anjing,Sakynah Azmi
0.0,truss berkaryaaa eriko lim,Atalah 01
0.0,makan malam terbaik dgn keluarga,Nanda Ansor
0.0,haters autis dah tau gk suk masih aj di tonton muka lu tuh dah tolol haters masih aj tolol haters goblok hahha semangat kak eric,BANG SANTUY
0.0,hhhmmm,what the fish ?
0.0,bau memek,Film Movie Indonesia
0.0,tetep semangat rick lo punya yg gk dipunya ytber lain,Ahmad Wildan
0.0,ttp semangat bg,Ultra Brothers
0.0,manusia akhir zaman,Rino Agung Setiawan
187.0,yang setuju erico lim juta subs beli jet pribadi likee likEtolol haters masih aj tolol haters goblok hahha semangat kak eric,Alfikri Bonanza
0.0,ngakak anjink  tetap semangat erick kontolimdi likee likEtolol haters masih aj tolol haters goblok hahha semangat kak eric,eggi danuarta
0.0,rick lu pinter amat sihmangat erick kontolimdi likee likEtolol haters masih aj tolol haters goblok hahha semangat kak eric,Marvel Aurelius
0.0,ya iya lah rik kalau lo laki ya lo dateng kerumahnya ngomong baik baik jangan lewat dm biar kesannya agak sopan sedikitk eric,Wira Cuwing
0.0,wow video yang sangat berfaedah,Ah Mad
0.0,hmmmm bau memek,imam septiandi
0.0,bang bikin lagu lagi,NVL 1405
2.0,warning video ini berisi konten toxic,Sponge Bar
0.0,cawr cawr,lala hmmm
0.0,gk semua yg suka itu komentar,
,,
,,
74.0,kami soapers subscriber lu bukan karena pengen lu bikin konten baik atau game lebih banyak ,
,,
,,
1.0,salfok ke silver playbutton nya arena pengen lu bikin konten baik atau game lebih banyak ,
,,
,,
0.0,erik rambot lo botak di kontol,ARYA DWI
0.0,ada golok,Amelia Putri
0.0,ngakak anjing wkwkw,Nyx CH
0.0,masih aja ya lu bang nyimpen intro intro lama,VII Xaige point XII
1.0,itu orang tolol amat semakin banyak duit lu otomatis semakin terkenal lu ya semakin banyak juga haters lu yang dia mau mungkin youtuber terkenal kaya no haters,Naufal Gaming
0.0,adaa iklannn menit ga gua skip demii lu,INDO_ gaming
0.0,tuh yng ngebully erick cuma orang normis yng gk tau apa apa,Mail K-doot
0.0,gak ada manusia tanpa dosa yg nge hate juga blm tentu lebih baik,Anugrah Agung
0.0,wkwkw gue suka ngakak liat lo nanggepin haters rick wkwkw,Vinsmoke Reiju
0.0,oy para haters coba pikir erick tu cuma nyari content dan content nya itu melebihi youtuber yg lain mikir gblk udah kalo gk mau liat video erick ya udah lu tinggal unsubs udah kalo ada video erick tiba tiba ya biarin aja intinya yg video yakult tu bermanfaat good job rick teruskan bakat mu v,Arya Prabata
0.0,satu kata buat haters ialah lu bisanya bacot doang kontol emg lu bisa ada subscriber byk pasti ajg liet diri lu dulu jgn ngatur org liet diri lu dulu kek homo,ValenXD GAMING
0.0,alah kontol lu gak botak rik,Rana Sepratama
1.0,wkkwkw wanjir subs kok dibeli asw,bwrnapas gaming
0.0,udahlah gak usah ng heater buat apa coba ngeheat nggak ada paedahnya,Dante DmC
0.0,sabar yahh bang gue dukung lho bang erick gua doain semoga lho dapet jt subscriber atau lebih yahh bang erik jangan kecil hati di sebut erickontol lim juga okehh gua dukung lho bang ,
,,
0.0,miss the intro,INDO_ gaming
0.0,woy erikolim muka lo kaya peler dan puki,Deo azmi
0.0,botak mana botak,sigung mangut
14.0,eric doang yg hebat mh komenan haters di jadi in kontenn trusss dpett uanggg bnyakkk mantapp riccc,Agus Priyatna
0.0,pokonya kalo pada cerdas ga usah nonton gue nonton karna gue suka dari pada nonton bokep anjing,Riyadh Fadhil
1.0,gua hatress lo anjing gk terima ta,PRC Channel
0.0,emng lu tuhan wkwkjw,Alexander Lee
0.0,pito ar gausah nge gas anjing,friadi purba
0.0,abdur rakhman anjay,Rifqy Indriawan Hadi
1.0,hahahahaha,Arif Rahman
0.0,goblok,Donny Trianda
1.0,pascal teintang tull,VERYL VIRYABI
0.0,pascal teintang goblok kamu,akbar AKBAR
0.0,tenang bang gua bantuin lo  ta,Love Anime
0.0,gw fans lu bangsat maju trs,Suhartini Tini
0.0,ngakak gw kontol,Suhartini Tini
0.0,hahaahaha,Suhartini Tini
0.0,ric semangat yaw gwa tau lo pastu bisa,
,,
,,
,,
,,
,,
,,
,,
0.0,haters gak usah di tanggepin tapi bikin konten tentang haters terus loLkin channel yang agak waras dikit dong nih channel kaya taik,M Abid Bagas
0.0,rick lo kontol,Seto Mulyadi
0.0,intro legend comeback,Advin Sandhika
1.0,haters kok toxic ck,Sponge Bar
0.0,yang penting banyak duit yah bang ericko lim entang haters terus loLkin channel yang agak waras dikit dong nih channel kaya taik,jeremy kawengian
13.0,gw setuju ama lu bang erico,
,,
,,
,,
,,
,,
0.0,knp banyak haters banyak kenapa lu atur si erikolim kan dia punya hak asasi manusia emanfnya lu emaknya bapaknya kalo si erikolim ngomong kasar gpp kan dia bukan lu mikir tolol anjing bangsat ppq kontol,Gaming Game
1.0,orang itu beda ciri khas brooo,Aryadhita Elang
0.0,bang juta subs pukul kontol pake botol kaca,Varelio 123
0.0,coli ae mending lu haha,Ilham iam
0.0,ye intro,roman dika
0.0,ngakak anjinggg sering aja bng buat konten baca beginian ngakak full manusia emanfnya lu emaknya bapaknya kalo si erikolim ngomong kasar gpp kan dia bukan lu mikir tolol anjing bangsat ppq kontol,MF. Maulana Farhan
0.0,bijak nih orang wkwkwkw tq bang dh menghibur wkwkwk,Ridho Sihite
1.0,bg bikin social experimen dong bg ngentot sama bebek sekalian pancut dalam bg fans ericko lim kontol kalau berani fans arap,Andre Rasya
0.0,gw dukung lu rick walaupun banyak haters tapi gw dukung ,
,,
,,
1.0,bang nonton ini kocak parah,raka rifki
0.0,para haters gblk semwa sumpah i don give a sh it,Waka Pedok
1.0,dasar para haters tolol hahahaha v,Sayidsenpai
0.0,wkwkw disini mana ad haters paling cuma becanda plus ketularan toxic ny erick jadi begini,Vicho Al raflly
0.0,bang cobain main minecraft pasti kocak anda plus ketularan toxic ny erick jadi begini,zarco raptor
0.0,hmm gw telat tapi saya mencium bau bau sabun disini v,Mr. reupload
0.0,ganti gaya rambut dong lur,tyrta kytir
0.0,ericko limit pros,ABANG GANTENG
0.0,wtf dude gg photoshop ium bau bau sabun disini v,Black Clover
0.0,ngakak anjg  gw ngakak bngt sumpah ,
,,
,,
,,
,,
,,
0.0,akhir nya ada farrah nya ni vidio walau cuma dikit,Davyllo aranda
0.0,hetes atau hetos gua gk tw diri goblok lo itu manusia atau hewan yg cri makanan goblok sama aj lo cri uang pke ketenaran org,
,,
2.0,siap rik semangat buat vid ,
,,
,,
,,
,,
0.0,t vid ,
,,
,,
,,
,,
0.0,bang gue mo nanya pa bener kalo rang yang benci haters juga bisa di sebut haters nya haters,Rahma Indah Wati
0.0,lolicontil,Yumekochan ID
0.0,haters bngsd kalo konten erickontlo unfaedah ya kenapa masih lu tonton bangsad sia kan data seluler lu aja bngsd mendingan lu nonton teletubies kalo ga javpornhub bangsad,the Darkness
0.0,second iklan no skip,Angga wahyu
0.0,bikin konten pb lagi ngentod,Alfa adrio
0.0,haters bangsat ini channel pendidikan ericko lim gue dukung luh ever,Brandon Nathan
2.0,nama chanel luh rickontol aja bang biar lebih familly friendly,Den Kurnia_
0.0,respect for erico,Gading Anr
0.0,jebut anjg yg penting gue tetep soapers ,
,,
1.0,botakkk bangg v,iis ismaya
1.0,kalian klik ini pasti warna biru ,
,,
,,
0.0,sabar bang yang nge hate lu itu kampret banget gw juga gk suka kalau ada banyak yang hate lu bang,
,,
,,
,,
,,
,,
,,
,,
0.0,hadapi dengan senyuman iblis,Dery Oktavian
0.0,mantul bang ,
,,
0.0,sy rasa ini chanel gk ada manfaatx sama skali,jhghbbmkhvvjhhvbjhfdccvb jhvjjhgxvnbn
0.0,hmmm bau memek,Adjie Van Bendol
0.0,gw gak skip iklan biar lu jadi kaya kasian gw sama lu,Sophan Komarudin17
0.0,haters anak anak anjing biasa lah iri ama lu,Boyke Indraser
0.0,yg hate ericko lim percuma dia malah makin kaya dan mkin terkenal kwkwwk,
,,
0.0,jangan takut bang masih ada soapers yg dukung lo,Boyke Indraser
0.0,wkwkwk memek ngilu semangat bang haters mas kurang kerjaan bisanya bacot doang soaperslu bang,
,,
,,
,,
,,
,,
,,
,,
1.0,wikwikwikwik v coba bikin video prank wikwikwik kerjaan bisanya bacot doang soaperslu bang,
,,
,,
,,
,,
,,
,,
,,
7.0,teruskan karya mu nak,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,haters berurusan dengan keturunan pink guy wagelaseh ceramah nih wkkwkekw,Varon JL
2.0,gw sopport lu bang sukses selalu,Raznan Fadiah
0.0,hapus channel haters bercanda awokwokkk  wagelaseh ceramah nih wkkwkekw,Setyo AW
0.0,ambil yg baik nya abaikan yg buruk nya cuk yg penting hepyyy kwkekw,Bang Doni
0.0,woi puki gw udah subscribe lu dari masih subscriber anjink bayar gw dong kontol,Rey
0.0,haters tolol cuma manas manasin doang,Abizaki Ramadan
0.0,tetap berkarya bg rick,NathanaelCtian ZChinaga
0.0,gue dlu heters loe skrg gue tobat krna loe udah mewakili indonesia di asian games,jess liem
0.0,plagiat filthy frank wkkk,Zx Trinity
0.0,intinya elu php pantek jt subs pen botak mana kampank kecewa gw elu php kek yutuber lain,fachri alif
0.0,gw dukung erick gue bocah tahun yang ngebuly erick ngaca dulu,Cavella Marvel YouTube Channel 23
0.0,bang sebrapa greget lo sama arap,kevin rascall
2.0,mikir tolol kalian haters ga bisa manfaatin perkebangan zaman kan udh ada hp trus ngapain kauu datengin rumah nya kau bodoh kali lah kalo kalian mau jalans sama temenpasti enggak mungkin sekali pasti akan chat temen yg jauh maanfaat kan perkembangan zaman lah tod bodoh kali kelen haters kalo mau jadi haters comentnya yg masuk akal lah,Manoek Manoek
1.0,woy baca comen gw ya bang siapa tau jadi duit sukur nambah sub v,Rimuru tempes
0.0,wkakwkaowk kontol,Ibnu Khamdun
0.0,woy baca comen gw ya bang siapa tau jadi duit sukur nambah sub v,Rimuru tempes
14.0,haters adalah fans yang tertunda,
,,
0.0,semangat bang,Muhammad Rizky
44.0,video erick tuhh buat gua jadi semangat lagii gua nggak tau knp setiap gua stress pasti gua nonton video erick dan gua selalu ketawa kaya org gila kwkwkwlkwkwkwkwkwkwkwqkwkwkwkwkwkwkwkwk,lucas brook
1.0,mantap toxicnya berkurang,NIGHTVOID GAMING
0.0,jangan terlalu pikiran heters heters juga punya pemikiran sendiri,Darwin Si ikan
1.0,sangat family friendly,KAGURA SUMMER FESTIVAL
0.0,ganti calendar ooooooooo,MSD MINIONS SQUAD
0.0,kasih aku subscriber dong biar dapet adsense,Adam Jourdan
0.0,w dukung lo rick,PeloVe .lol_
14.0,yg bikin nyesek itu adalah,
,,
,,
,,
,,
,,
1.0,gw jadi sakid abis nonton video ini,Six StOrM
0.0,btw anjing kontol erik masukin gua lah ke vidio juga bangsat,Reksi PanduAji
0.0,soapres,
,,
,,
,,
2.0,wibu wajib join grup inikuyyy gabun ,
,,
0.0,di akhir pideo kita dapat manjadi sad karna erickolim curhat cuk,MXDXFX 45
0.0,gk suka gk usah nonton bos segampang itu kok,Reksi PanduAji
0.0,gw tetep dukung lu bang walaupun lu kaya bangsat gw nonton video lu no skip club stay soapers,Haiqal Syah
2.0,dah tau chanel bego di tonton aja ,
,,
0.0,keep it going brother,Life of Gamers
0.0,asupan nih wkwkwk,Irgi Nugraha
0.0,bayangin erickolim botak kaya apaan ya  bebas njer,Basis Coplak
1.0,saran aja dr gua rick kalo bikin video yang ada unsur kedewasaan bukan yg skarang tp yg kemaren yg minum bir segelas penuh itu itu tutup aja komentarnya pada muncul haters sok suci dateng ppke ayat trus menjelaskan liatnya cringe anjirrr v,Imam Supriyadi
0.0,kwokwokwok,azmal faradi
0.0,ericko lim ganteng panutan aing,Waty Wota
0.0,halo dan hai halo halo halo welkombek with me pepek gaming,TFChief!!
0.0,anjing,Andre Rasya
0.0,aduhh gvlx gvlxxx,Mang Peot
0.0,berati tamabah steres nya dong wkwkwk tapi setuju juga sih,jessless
0.0,jadi lo itu goblok erick aja goblok kalau kau suka videonya jadi kau ikut goblok anjink,Julia Adr
0.0,berarti mungkin posisi lo sama kyk dia jd pas lo liat org yg senasip ama lo lo merasa kalo pernah ngerasain hal itu dan itu yg buat lo ketawa tanpa sadar,Ervan Yulian
0.0,hmm sama,Si Pandu
0.0,sama broooo,Yohane Juantama
0.0,yang like yang gabung dari sini akwokwowow btw aing join ah,Muhammad Rifa'i
0.0,kebanyakan iklan pepeq v tapi gua gak skip skip club  ah,Cho_Lee
0.0,awokwokwokwk gunawan sate,
,,
0.0,terkentoddddwan sate,
,,
0.0,hii,Dadung Surya
0.0,erickolim kontol by fanny ga,Aweng Mobile
0.0,heaters tapi kok subcribe,Fro AlzikRa
4.0, dia kintl,
,,
,,
,,
0.0,pubg,BERITA KAMPRET
0.0,gapapa bang lo punya hak untuk melakukan apa yang lo suka p ama lo lo merasa kalo pernah ngerasain hal itu dan itu yg buat lo ketawa tanpa sadar,Aidah Rahmania
0.0,wkwk sabskreber arap misqueen pengen ngejatohin erick v ngakak anjenkk jadii ginii yaa todd ini orangg enggak selemah repstronot lu ea,Yoshy
0.0,terimakasih haters kalian membuat ku punya konten terimakasih deaw iblisi ginii yaa todd ini orangg enggak selemah repstronot lu ea,MOTO gembel
2.0,bang temen gua ngefans banget sama lo sampe niruin ke anjingan lo terrpengaruhi sama kegoblogan lo,rio sandika
1.0,mirip kata kata nya di serial naruto v comment nya nonton anime dulu baru ngehate,Cabel A.K.A saber
0.0,eric semakin banyak haters semakin kaya lol,
,,
0.0,comment baik itu bukan biasa tapi gak ada,
,,
1.0,bukan farhan gue,Farhan SanFransisco Surya
0.0,toxic kontol memek basah memek kering pentil jembut ,
,,
,,
,,
,,
0.0,gw dulung lo ric walaupun lo agak geser dikit tapi lo yang buat ketawa saat gua sedih,Vedas GT
0.0,wik wik wik wik wikwikwikwikwiwkwikwik,live streaming
0.0,fix ga berkutik tu haters,Wex Kcw
1.0,iklan menit ga gua skip,BSMRL CAT
0.0,maksa amat menit cuk outronya menit lebih jingpi lo yang buat ketawa saat gua sedih,Dean
0.0,panutan gue banget,Abid Nahru
0.0,ada siapa banget,Gibran Zaky
0.0,mana ada hatersnya itu baik,pashamaster 6
0.0,bang gua soapers dari bali please belakangan ini konten lu kurang bagus njir mainin pb lagi kek game yg lain cobain bang fortnite kek apakek gua yakin viewers dan subs lu bakal nambah,Bung_Kus
0.0,mantap anjinkkk v,Febrian Andika
0.0,kenapa memek bisa ngilu ngakak anjing gan ini konten lu kurang bagus njir mainin pb lagi kek game yg lain cobain bang fortnite kek apakek gua yakin viewers dan subs lu bakal nambah,Miko Pandu
0.0,anjing jijik entot,algren ritzy
0.0,bang kapan kolab ama nyokap lagi,Indra Saputro
0.0,mampus gue unsuscribe fuck chanel gak bermanfaat ,
,,
2.0,yg komen gitu kebanyakan bocah bang yg otak nya kecil v,Slemors Moody
0.0,ini orang idiot tp jenius ,
,,
0.0,ric lu di cariin ama ceboong anak blys ama imang juga,GILANG FERDIANSYAH
0.0,ngakak anjinkk,Iqbal Faiz
0.0,bang buat vidio unboxing kntl klo gk giveaway memek hehehe,We are Venom
0.0,mantap anjing hadapi haters pake suntikan toxic ea tod,Tama Zonk Channell
0.0,lagian kebanyakan penonton dewasa jadi harusnya orang dewasa bisa bedain mana yg patut di contoh ngga anak kecil nonton konten lu gak bakalan ngerti kecuali ya mungkin tentang mobil lejen,widi ardiansyaah
0.0,bau memek,t sanjaya
0.0,skinnyfabs pernah berkata hatters itu adalah fans yang tertunda,Dedi Saputra
0.0,alasan gw nonton ni channel cuman ,
,,
,,
,,
,,
,,
,,
0.0,bang tolong baca komen saya,
,,
,,
,,
0.0,ngakak njing haha,Lucu in Aja
10.0,wkwkwk apakah ada tencana pertempuran lagi qory gore vs erickolim wkwk hiburan,hafiz gaming
0.0,potong jembut kontol,BRYAN putra
0.0,wkwkw haters ke temu lu minta fotbar dah bang,widi ardiansyaah
0.0,daylen goblok kek anjing,The Gaming
1.0,jujur,
,,
,,
0.0,lah haters kan emang jahat,Naufan Septyadi
0.0,bg kau kan punya agama udah pasti tuh agama ngajarin gak ngomong jorok emg agama gak artinya buat kau bg ,
,,
0.0,opening yg dinanti nanti,Aroel Wijaya
0.0,mantav bang v,Kim Game
0.0,we ngeteh asu ,
,,
,,
,,
0.0,we ngeteh asu ,
,,
,,
,,
0.0,apa cuma gua yg bisa pause pas di gambar motong jembud v,Ayashi Knki
0.0,hater itu adalah tai dia slalu menghina jgn didengerin tuh haters pea,LITTLE HIU GAMERS
2.0,bang buat prank dong pliss yang setuju like,Gamer no edit
1.0,saia suka kekerasan,Fadillah Dede
0.0,bang jgn bersedih klo dpt tuh komen trima aja yg penting hidup,Razor Cube
0.0,kontol no limit btw erick kaya memek tayo ya mampir ke gua kontol,PotatoX Killer
0.0,wkwkwk erickolim itu bukan manusia dia udah kaya cat nipon paint yang bisa tahan ujan dan badai lu salah buli erickolim wkwkwkwk erickolim,Pokemon Kecil [PK]
1.0,good ericklim itu bukan manusia dia udah kaya cat nipon paint yang bisa tahan ujan dan badai lu salah buli erickolim wkwkwkwk erickolim,Agal Fahri
0.0,toxic for lyfe ericko panutanq,I Love This World So Much
0.0,haters bikin kaya,
,,
,,
0.0,gue ttp dukung u bang rik,Soap King17
0.0,tetap semangat njing keep support lo kntl,Ricky Sepnafi
2.0,bang iklan goha dtk skip gk,Rafi Ramadhan
0.0,kapan makan jembut,Satrio Jati
0.0,kontol lu bang semoga suksess truss bang ya cat nipon paint yang bisa tahan ujan dan badai lu salah buli erickolim wkwkwkwk erickolim,Demon Nize
0.0,apa cuman gw yg bukan haters disini akaemjeh,Lalaba TV
0.0,wanjirr qorygore dong,Logic 85
4.0,gk penting banget nge bully eriko karena dia udah kebal bullyan,Fajjar gaming
1.0,bag lu ganteng tapi goblok,Aries Hamdani
0.0,nah ini panutan,Andi.n D
0.0,bang permisi ,
,,
,,
,,
,,
,,
0.0,anjengg kau kontol,Raf Zax
0.0,yo hidup soapers men kntl haters,xccurate 1284#
0.0,motivasi bikin semangat coli,TRAINER KOCAK
0.0,ajak berantemmangat coli,Dimas Fateh
0.0,iericko lim soapking mana suaranya toddddddddddd,Ananda Zafino
0.0,haters anjink emang v,Nanda prayudhah
0.0,welcome to chanel family frenly,Rekt Angga
0.0,muka lu ngempetin,FERIAN SYAH 11
0.0,jgn menilai buku dari sampulnya,Nolep Gaming.
0.0,semangat lim walaupun banyak heathers,Ratz BBX
0.0,gk tau aslinya bang eric sijgn asal hina gitu dongchannel youtube lu kok kaya vidio dunia ini akan hancur yaa bang ,
,,
,,
,,
,,
0.0,anti skip iklan club mana nih like nya wkwk,Kiki Pratama
0.0,gw mah suport aja ama lu bang karna lu itu motivasi buat gw,Bang Kentos
0.0,ljutin aja videonya enghibur kok ,
,,
,,
0.0,kapan botak anjing,basuki wibowo
0.0,wah panutanque bgsd v gara gara erick gua femes njirr on setia xd,Pua Fathanna
0.0,nikah lewat facebook ngakak ajgick gua femes njirr on setia xd,Nizar Reiz
0.0,akhirnya keluar juga itu intro,Rayhan Maulana
0.0,lidah peler oeler lidah,Dievoh Hikari
0.0,gimana sih caranya like sambil dislike,Eka Prawito
0.0,gara gara video lu sumpah gwa ikutin gaya santai lu saat haters banyak tq rik,Danang Gaming
0.0,idola gua v,Herp Pintar
0.0,bang coba gue kasih tantangan bulan ini gk cakap kotor toxic,Magma Blue
0.0,apa cuma gw yg terhibur nonton bang eriko ngakak wkwkwkw,
,,
,,
0.0,woi botak kontol,Wow Keren Aw
0.0,surga vs neraka itu mah,Vladimir Arva
0.0,yaa kalo mau baik nama nya itu pecinta bang tapi inget bang ad yg munapik,rangga eval
0.0,wtf,Nanda Complete
0.0,nguakakk v,Farhan hidayat
0.0,anjing gw subscribe lu dari lu masih k subs dari jaman lu masih kerja di garena,deni alfandi
1.0,hidup pantad tebal,Muhammad Dwi
1.0,erik kontol kasihan ibuk lu udah susah ngentot anaknya jadi tukang wibu kontol,Chanel official
0.0,kapan botak kontol wkwkw,kampong gamming
0.0,botak anjiinggggg,Farhan Arjuna 123
0.0,anjay mantap no sensor v walau unfaedah tapi menghibur bgsad mntap,Dhamz Boomers
3.0,k,
,,
,,
,,
,,
,,
0.0,jangankan lu bang artis yg cuma salah baju aja dibacotin netizen tolol,Ari 25
0.0,mantap bang,Aurel Permata
0.0,gak mempan anjir erico lim di katain orang udh kebal jir,Yolo Gaming
0.0,hahaha,teumir mirasta
0.0,bang harusnya lu kasih lagu lu yg hipokrit bang l jir,SkR MosT
0.0,ya heters nya itu kayak titit,Ubaidillah Ahmad
0.0,cepetan botak anjing dah satu juta lebih subs jangan bacot doang lah bangsat lakuin kek jesnoti it lah,Senna Pratama
0.0,haters kok kontol v,Muhammad Anugerah
0.0,ada muka anaknya zeus woi,
0.0,woii anjink gw kaget bngst gw pake headset,  
0.0,v,Bingung Kasi nama
0.0,muantef betul,Naz The312
0.0,eric pantat tertebal,ana jun
0.0,gue tetep soapers dong wkwkwkwkkw,Re Rezaldy
0.0,bang kok haters lu tolol tolol,Genzo Putra
0.0,kadang orang punya otak tapi gapunya akal wkwk udeh tau gasuka tapi masih aja ditonton wkwkwkkw,Re Rezaldy
0.0,apa cuma gw yg setiap nonton vidio erico lim iklan nya kaga gw skip,  
0.0,hey guys its you re boy erickolim selamat datang di channel keagamaan paling family friendly diduniaaaa,
,,
,,
0.0,gua suka gaya lu bang v,REDEXS chnel
0.0,tampolin pake peler bang tol v,rizky muhajir
0.0,bang erick ngent t yok gua subscriber baru,Ren She
1.0,rick scene si bowo jangan di tampilin di youtube rewind,uciha samsul
0.0,semoga isis nggak liat v,Ex So
0.0,itu semua cuma omongan kontol bang yang ga ngerti perjuangan ,
,,
,,
,,
0.0,kalo ga suka ga usah nonton anjeeennkkk,
,,
,,
0.0,hallo bang gw subscribe chanell luh bang,Angga Erlangg
0.0,ranjanya ericolim ya the pink guy kan kontol,ArchHyperion_944
0.0,haters emang bego udah gk suka masih aja nontonppppp,Rizal Nur Arifin
0.0,anjay intro baru ericko lim udh tobat intronya yg lama wkkwkw udh tw dosa rupaya el,Kevin Jr
0.0,iklan ny g aku skip woi,tasyaa elisabeth
1.0,hmmm bau memek,Evan Rizal
0.0,i love you bang,Danang sach11
0.0,the one and only,sultan elrazy
0.0,smangat lah kntl v,Janzcrick Off
0.0,gw paling ga suka liat orang yg suka ngemis like anjingg yg setuju sama koment gw like bangsat,Mobile Legend Indonesia
1.0,hapus channel loe kira reza arap tolol,Vana Nazwa
0.0,h,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.0,my inspiration,owen owen
0.0,mantap anjingg lanjut teros anjenk,Tumbal 1
0.0,ngakakkk,xiran nisa
0.0,salam soapers lampung,iksan cool
8.0,haters membuatmu kaya bro,Ilham Syahputra
0.0,ini semua buat hiburan todd bukan untuk di tiru kontoll heaters bgst ngentodd lah,Hamdi
0.0,hmmmm,
,,
,,
,,
,,
0.0,mantap bang lanjutkan baca hate comment,Joko Purnomo
0.0,soappers never die,8CloudX
0.0,bacot ngentot ,
,,
0.0,gua selalu dukung lu bang,Mr. Scorf
0.0,hey lim tolol jes no ktl udh x botak lo gak botak ajg,Arre Pangestu
1.0,ngakak anjing,LOGI_ LOCO#17
1.0,udah gila kali lu ya hahahah,LOGI_ LOCO#17
0.0,tenang bang walaupun lu banyak haters tapi gw suka kok sama karya lu haters itu yg iri sama lu bang,sahrul 15
0.0,rick kok lu ndk bikin pink guy lg,bang kimie
1.0,ngakak nggax tahan gue hahahahahaah,LOGI_ LOCO#17
0.0,w tetap setia jadi soapers rick walaupun semua org benci ama lu,NAKIRI ALICE
0.0,iklan lu maksa semua gk bisa di sekip,cik sotoy
0.0,sabar bang gua selalu support sma lu,
,,
,,
0.0,haiii jancokkkkkk hatersss,Andrew Limantara
0.0,d g a f jadilah diri elo sendiri konten elu sangat ngehibur be a smart viewers aj jgn cuma comment negative ke channel orang dasar hatter gak punya kemaluan,DALE GAMING
0.0,soapers sejati komen,Farhan Niko
0.0,ericko the best youtuber,a
0.0,gantteng lu bang,Ramlan Ramlan
0.0,wkwkwkkwkwwkwkwkwkwkwkkwkwkw,Nafis nafis
0.0,mantap,a
0.0,semangat trs bang hahhaa v,yok wae
0.0,yang lain bacain qna ni malah bacain komen haters,FAHMI RIDHWAN
0.0,rick pentil lu gede bgt sumpah,Ahmad Akbar
0.0,wah parah masuk in gambar dewa,Rizal Loading
0.0,netizen yang maha benar selalu komen menyela ,
,,
0.0,ngakak bener ni video,Dandi Dandi
0.0,kontol bangsat memek lo hahaha,Dyka Maulana
0.0,ric minta tanda tangan dong,Muhammad Oryza roofi
0.0,bang ganti semir rambut elu donk msk terus itu x aja yg lain lh,Rama Dhan
0.0,iq,Zevan Gultom
0.0,wkwk jawabannya masuk akal semua anjir wkwk mantep kali lah rick,Ahmad Dani
0.0,intro legend,Farhan- Gaming 09
1.0,iklan menit gak gua skipp anjing demi kelangsungan hidup lu,Angga jack
1.0,gak usah dengerin orang bg orang cuma iri tu emang mereka bisaa kayak lu gk kan tetap semangat bg,Daffa Firmansyah
